ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
036000000001,wingmdw,,,Marlborough Road,,,,Budgens supermarket,,Highway Avenue,,,,Stop MA,,N,E0055222,Maidenhead,,,,,,,false,UKOS,486484,180897,-0.7548940776335923,51.520387323967256,BCT,MKD,OTH,,,,065,2025-02-17T16:46:48,2025-02-17T16:46:48,0,new,active
036000000002,wingmga,,,Marlborough Road,,,,Budgens supermarket,,Highway Avenue,,,,Stop MB,,S,E0055222,Maidenhead,,,,,,,false,UKOS,486496,180877,-0.7547206142048913,51.52020206831718,BCT,MKD,OTH,,,,065,2025-02-17T16:49:16,2025-02-17T16:49:16,0,new,active
036000000003,wingmgd,,,Newlands Girls' School,,,,Newlands Girls' School,,Farm Road,,,,Stop NA,,NE,E0055222,Maidenhead,,,,,,,false,UKOS,486384,181242,-0.7562432245861885,51.52350373576732,BCT,MKD,OTH,,,,065,2025-02-18T08:46:09,2025-02-18T08:46:09,0,new,active
036000000004,wingmgj,,,Newlands Girls' School,,,,Newlands Girls' School,,Highway Avenue,,,,Stop NB,,S,E0055222,Maidenhead,,,,,,,false,UKOS,486360,181189,-0.7566071847137845,51.52302588501323,BCT,MKD,OTH,,,,065,2025-02-18T08:49:50,2025-02-18T08:49:50,0,new,active
036000000005,wingmgm,,,Valley Walk,,,,Newsagent,,Grenfell Road,,,,Stop VB,,NW,E0055222,Maidenhead,,,,,,,false,UKOS,488364,180877,-0.7278081545781847,51.51991166585401,BCT,MKD,OTH,,,,065,2025-02-18T09:00:28,2025-02-18T09:00:28,0,new,active
036000000006,wingmgp,,,Valley Walk,,,,Newsagent,,Grenfell Road,,,,Stop VA,,SE,E0055222,Maidenhead,,,,,,,false,UKOS,488357,180904,-0.7278955667953292,51.520159891977194,BCT,MKD,OTH,,,,065,2025-02-18T09:04:00,2025-02-18T09:04:00,0,new,active
036000000007,wingmgt,,,All Saints Avenue,,,,Symons Medical Centre,,All Saints Avenue,,,,Stop SC,,N,E0055222,Maidenhead,,,,,,,false,UKOS,487604,181194,-0.7386763370673101,51.52288802910154,BCT,MKD,OTH,,,,065,2025-02-18T20:26:01,2025-02-18T20:26:01,0,new,active
036000000008,wingmgw,,,Wootton Way,,,,shopping precinct,,Wootton Way,,,,Stop WB,,SE,E0059848,Boyn Hill,Maidenhead,,,,,,false,UKOS,487242,180498,-0.7440748772325524,51.51668050112738,BCT,MKD,PTP,,,,065,2025-02-18T21:06:14,2025-05-29T17:17:24,1,revise,active
036000000009,wingmja,,,Wootton Way,,,,shopping precinct,,Wootton Way,,,,Stop WA,,NW,E0059848,Boyn Hill,Maidenhead,,,,,,false,UKOS,487243,180479,-0.744058856792298,51.51651359050319,BCT,MKD,PTP,,,,065,2025-02-18T21:10:00,2025-05-29T17:17:57,1,revise,active
036000000010,wingmjd,,,Norden Farm,,,,Norden Farm Centre for the Arts,,Altwood Road,,,,Stop NA,,E,E0059848,Boyn Hill,Maidenhead,,,,,,false,UKOS,487086,180330,-0.7463513321714667,51.515192749458095,BCT,MKD,OTH,,,,065,2025-02-18T21:23:14,2025-05-29T17:11:51,1,revise,active
