ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
260000001,leidmpwd,,,Parish Hall,,,,Parish Hall,,Main Street,,,,opposite,,W,E0047757,Asfordby,,,,,,,1,UKOS,471272,319053,-0.945182,52.764405,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2013-05-10T10:22:22.000,5,revise,active
260000002,leidmpwg,,,Parish Hall,,,,Parish Hall,,Main Street,,,,outside,,E,E0047757,Asfordby,,,,,,,1,UKOS,471239,319064,-0.945669,52.764508,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2013-05-10T10:23:01.000,4,revise,active
260000003,leidmpwj,,,Jubilee Avenue,,,,48 Main Street,,Main Street,,,,adj,,E,E0047757,Asfordby,,,,,,,1,UKOS,471088,319056,-0.947908,52.764456,BCT,HAR,OTH,,,,088,2002-12-10T00:00:00.000,2018-11-15T17:05:40.716,8,revise,active
260000004,leidmpwm,,,Cross Lane,,,,Cross Lane,,Melton Road,,,,opp,,NW,E0016770,Burton Lazars,,,,,,,1,UKOS,476698,316973,-0.86527,52.744969,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2011-11-07T15:50:10.000,10,revise,active
260000005,leidmpwp,,,All Saints Close,,,,The Horse Shoes PH,,Main Street,,,,opp,,E,E0047757,Asfordby,,,,,,,1,UKOS,470826,319028,-0.951796,52.764239,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2014-01-03T10:28:52.000,7,revise,active
260000006,leidmpwt,,,Pump Lane,,,,opp 176,,Main Street,,,,adj,,W,E0047757,Asfordby,,,,,,,1,UKOS,470573,318941,-0.955563,52.76349,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2014-01-03T11:05:36.000,6,revise,active
260000007,leidmtad,,,Hazelwood Crescent,,,,1-3 Loughborough Road,,Loughborough Road,,,,opposite,,SE,E0047757,Asfordby,,,,,,,1,UKOS,470364,319049,-0.958637,52.764488,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-10T10:26:30.000,5,revise,active
260000008,leidmtag,,,Twinlakes Park,,,,Twinlakes Park,,Melton Spinney Road,,,,adj,,S,E0016796,Melton Mowbray,,,,,,,1,UKOS,477044,321277,-0.859136,52.783603,BCT,HAR,TIP,,,,088,2002-10-02T00:00:00.000,2024-07-12T11:20:44.297,11,revise,active
260000009,leidmtaj,,,Primary School,,,,Asfordby Hill Primary School,,Melton Road,,,,adjacent,,E,E0016757,Asfordby Hill,,,,,,,1,UKOS,472620,319196,-0.925177,52.765511,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-13T09:59:08.000,3,revise,active
260000010,leidmtam,,,Primary School,,,,Primary School,,Melton Road,,,,opposite,,W,E0016757,Asfordby Hill,,,,,,,1,UKOS,472524,319200,-0.926598,52.76556,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-13T09:58:14.000,2,revise,active
260000011,leidmtap,,,Roseberry Avenue,,,,Roseberry Avenue,,Valley Road,,,,adjacent,,NE,E0016757,Asfordby Hill,,,,,,,1,UKOS,471752,319253,-0.938026,52.766139,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-13T10:00:40.000,4,revise,active
260000012,leidmtat,,,Roseberry Avenue,,,,Roseberry Avenue,,Valley Road,,,,opposite,,SW,E0016757,Asfordby Hill,,,,,,,1,UKOS,471741,319227,-0.938195,52.765907,BCT,MKD,TIP,,,,088,2002-10-02T00:00:00.000,2013-05-13T09:59:59.000,4,revise,active
260000013,leidmtaw,,,Telephone Exhange,,,,Telephone Exhange,,Bradgate Lane,,,,outside,,N,E0047757,Asfordby,,,,,,,1,UKOS,470827,319106,-0.951764,52.76494,BCT,MKD,OTH,,,,088,2002-09-09T00:00:00.000,2013-05-10T10:24:53.000,3,revise,active
260000014,leidmtda,,,Telephone Exhange,,,,Telephone Exhange,,Bradgate Lane,,,,opp,,S,E0047757,Asfordby,,,,,,,1,UKOS,470848,319094,-0.951456,52.764829,BCT,MKD,OTH,,,,088,2002-09-09T00:00:00.000,2013-05-10T10:23:58.000,6,revise,active
260000015,leidmtdg,,,Pump Lane,,,,168 Ravenscroft,,Main Street,,,,opp,,E,E0047757,Asfordby,,,,,,,1,UKOS,470595,318966,-0.955232,52.763712,BCT,MKD,TIP,,,,088,2001-08-22T00:00:00.000,2014-01-03T10:47:19.000,7,revise,active
260000016,leidmtdj,,,Jubilee Avenue,,,,39 Main Street,,Main Street,,,,opp,,W,E0047757,Asfordby,,,,,,,1,UKOS,471072,319041,-0.948148,52.764324,BCT,MKD,OTH,,,,088,2002-11-07T00:00:00.000,2013-05-10T10:20:11.000,6,revise,active
260000017,leidmtdm,,,All Saints Close,,,,All Saints Close,,Main Street,,,,adj,,W,E0047757,Asfordby,,,,,,,0,UKOS,470738,318990,-0.953108,52.763909,BCT,MKD,TIP,,,,088,2003-04-11T00:00:00.000,2014-01-02T14:49:40.000,4,revise,active
260000020,leidmtdp,,,Hall Drive,,,,8 Station Lane,,Station Lane,,,,adj,,S,E0047757,Asfordby,,,,,,,1,UKOS,470395,318913,-0.958207,52.763262,BCT,MKD,OTH,,,,088,2003-08-06T00:00:00.000,2010-03-02T00:00:00.000,3,revise,active
260000021,leidmtdt,,,Hall Drive,,,,8 Station Lane,,STATION LANE,,,,opp,,N,E0047757,Asfordby,,,,,,,1,UKOS,470373,318902,-0.958535,52.763166,BCT,MKD,OTH,,,,088,2003-08-06T00:00:00.000,2015-03-23T10:34:29.816,5,revise,active
260000100,leidmtdw,,,Belvoir Castle,,,,Castle Gates,,Woolsthorpe Road,,,,opposite,,NW,E0016762,Belvoir,,,,,,,1,UKOS,481703,333745,-0.786956,52.894976,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2020-10-22T15:33:24.866,9,revise,active
260000101,leidmtga,,,Granby Cottages,,,,Granby Cottages,,Pasture Lane,,,,adj,,SW,E0016792,Knipton,,,,,,,1,UKOS,482666,331444,-0.773229,52.874149,BCT,HAR,TIP,,,,088,2002-12-10T00:00:00.000,2012-04-05T10:39:51.000,8,revise,active
260000102,leidmtgd,,,Woolsthorpe Lane,,,,Croxton Lane,,Denton Lane,,,,adj,,NE,E0016788,Harston,,,,,,,1,UKOS,483992,331883,-0.753413,52.877889,BCT,HAR,TIP,,,,088,2002-12-10T00:00:00.000,2025-07-28T12:42:08.850,15,revise,active
260000103,leidmtgj,,,Woolsthorpe Lane,,,,Croxton Lane,,Denton Lane,,,,opp,,SW,E0016788,Harston,,,,,,,1,UKOS,483981,331871,-0.753593,52.877786,BCT,HAR,TIP,,,,088,2002-12-10T00:00:00.000,2024-12-19T14:36:46.707,13,revise,active
260000105,leidmtgm,,,Main Street,,,,Main Street,,Belvoir Road,,,,opp,,NE,E0016792,Knipton,,,,,,,1,UKOS,482458,331259,-0.776365,52.872518,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2012-04-05T10:34:07.000,6,revise,active
260000200,leidmtgp,,,Pinfold Lane,,,,Ferns Farm,,High Street,,,,opp,,W,E0047759,Bottesford,,,,,,,0,UKOS,480170,338969,-0.80845,52.942157,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2015-12-23T14:33:46.907,4,revise,active
260000201,leidmtgt,,,Pinfold Lane,,,,Ferns Farm,,High Street,,,,adj,,E,E0047759,Bottesford,,,,,,,0,UKOS,480143,338984,-0.808848,52.942296,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2013-08-12T10:10:46.000,3,revise,active
260000202,leidmtgw,,,Queen Street,,,,Queen Street,,High Street,,,,adj,,E,E0047759,Bottesford,,,,,,,0,UKOS,480454,338894,-0.804244,52.941441,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-15T10:53:02.000,7,revise,active
260000203,leidmtja,,,Queen Street,,,,Queen Street,,High Street,,,,opp,,W,E0047759,Bottesford,,,,,,,0,UKOS,480426,338886,-0.804662,52.941373,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-15T10:52:16.000,4,revise,active
260000204,leidmtjd,,,Daybells Barns,,,,Daybells Barns,,Grantham Road,,,,outside,,W,E0047759,Bottesford,,,,,,,1,UKOS,480760,338947,-0.799678,52.941871,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2008-09-09T00:00:00.000,2,revise,active
260000205,leidmtjg,,,Daybells Barns,,,,Daybells Barns,,Grantham Road,,,,opp,,E,E0047759,Bottesford,,,,,,,1,UKOS,480759,338959,-0.79969,52.941979,BCT,HAR,TIP,,,,088,2002-12-10T00:00:00.000,2015-04-30T11:48:58.821,4,revise,active
260000206,leidmtjm,,,Laurel Way,,,,Laurel Way,,Bowbridge Lane,,,,opp,,SE,E0047759,Bottesford,,,,,,,0,UKOS,479963,339064,-0.811507,52.943042,BCT,HAR,OTH,,,,088,2002-12-10T00:00:00.000,2015-11-26T09:59:56.288,7,revise,inactive
260000207,leidmtjp,,,Laurel Way,,,,Laurel Way,,BOWBRIDGE LANE,,,,adj,,NW,E0047759,Bottesford,,,,,,,0,UKOS,479952,339049,-0.811678,52.942905,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2024-04-15T08:09:29.296,7,revise,active
260000208,leidmtjt,,,Easthorpe View,,,,Easthorpe View,,Grantham Road,,,,opp,,SE,E0047759,Bottesford,,,,,,,0,UKOS,481268,338975,-0.792114,52.942046,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2010-03-01T00:00:00.000,5,revise,active
260000209,leidmtjw,,,Easthorpe View,,,,76 Grantham Road,,Grantham Road,,,,adj,,NW,E0047759,Bottesford,,,,,,,0,UKOS,481351,338916,-0.790894,52.941503,BCT,MKD,OTH,,,,088,2002-12-10T00:00:00.000,2010-03-01T00:00:00.000,4,revise,active
260000210,leidmtma,,,Village Hall,,,,Village Hall,,Main Street,,,,outside,,S,E0016797,Muston,,,,,,,1,UKOS,482868,337936,-0.768575,52.932464,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2019-02-26T08:40:38.155,5,revise,active
260000211,leidmtmd,,,Village Hall,,,,Village Hall,,Main Street,,,,opp,,N,E0016797,Muston,,,,,,,1,UKOS,482853,337931,-0.7688,52.932421,BCT,HAR,TIP,,,,088,2002-12-10T00:00:00.000,2012-09-07T11:30:31.000,6,revise,active
260000212,leidmtmg,,,Church Lane,,,,St John the Baptists Church,,Church Lane,,,,opposite,,E,E0016797,Muston,,,,,,,1,UKOS,482859,337870,-0.768726,52.931872,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2015-02-02T15:11:07.338,6,revise,inactive
260000213,leidmtmj,,,Primary school,,,,Belvoir High School,,Barkestone Lane,,,,outside,,S,E0047759,Bottesford,,,,,,,0,UKOS,480224,338648,-0.807726,52.939264,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2024-11-29T13:17:55.083,4,revise,active
260000214,leidmtmp,,,Rail Station,,,,Rail Station,,Station Road,,,,opp,,E,E0047759,Bottesford,,,,,,,0,UKOS,481041,339230,-0.795427,52.944372,BCT,CUS,TIP,,,,088,2002-12-10T00:00:00.000,2016-02-12T16:30:41.229,7,revise,active
260000215,leidmtmt,,,Grantham Road,,,,3 Church Street,,Church Street,,,,adj,,S,E0047759,Bottesford,,,,,,,1,UKOS,480667,338973,-0.80105,52.942123,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2019-05-17T14:13:58.442,4,revise,active
260000216,,,,Station Approach,,,,Railway Station,,Station Road,,,,adj,,E,E0047759,Bottesford,,,,,,,0,UKOS,481070,339240,-0.7949883,52.9444560,BCT,CUS,PTP,,,,088,2009-02-24T00:00:00.000,2014-04-28T16:02:01.744,1,revise,active
260000300,leidmtmw,,,Anchor Inn,,,,Buttercup Bakery,,Main Road,,,,opp,,N,E0016799,Nether Broughton,,,,,,,1,UKOS,469377,325651,-0.971864,52.823955,BCT,MKD,TIP,,,,088,2002-12-10T00:00:00.000,2013-05-17T10:30:34.000,5,revise,active
